feature_a,feature_b,spearman_correlation,abs_spearman,high_correlation_flag
evidence_score,evidence_score_normalized,1.0,1.0,True
mandatory_satisfied,mandatory_total,1.0,1.0,True
low_change_score,num_changed_characteristics,-1.0,1.0,True
nearest_real_distance,real_proximity_score,-1.0,1.0,True
preferred_satisfied,preferred_total,1.0,1.0,True
source_frequency,source_frequency_score,1.0,1.0,True
observed_configuration_score,real_proximity_score,0.9637896861497789,0.9637896861497789,True
nearest_real_distance,observed_configuration_score,-0.9637896861497789,0.9637896861497789,True
low_change_score,observed_configuration_score,0.9574609571517149,0.9574609571517149,True
num_changed_characteristics,observed_configuration_score,-0.9574609571517149,0.9574609571517149,True
evidence_score,real_proximity_score,0.9476161632425121,0.9476161632425121,True
evidence_score_normalized,real_proximity_score,0.9476161632425121,0.9476161632425121,True
evidence_score_normalized,nearest_real_distance,-0.9476161632425121,0.9476161632425121,True
evidence_score,nearest_real_distance,-0.9476161632425121,0.9476161632425121,True
observed_configuration_score,source_frequency,0.9423447768866612,0.9423447768866612,True
observed_configuration_score,source_frequency_score,0.9423447768866612,0.9423447768866612,True
num_changed_characteristics,real_proximity_score,-0.9381250983490259,0.9381250983490259,True
low_change_score,nearest_real_distance,-0.9381250983490259,0.9381250983490259,True
low_change_score,real_proximity_score,0.9381250983490259,0.9381250983490259,True
nearest_real_distance,num_changed_characteristics,0.9381250983490259,0.9381250983490259,True
evidence_score,observed_configuration_score,0.9133026845619611,0.9133026845619611,True
evidence_score_normalized,observed_configuration_score,0.9133026845619611,0.9133026845619611,True
evidence_score_normalized,low_change_score,0.9085991454812714,0.9085991454812714,True
evidence_score,num_changed_characteristics,-0.9085991454812714,0.9085991454812714,True
evidence_score,low_change_score,0.9085991454812714,0.9085991454812714,True
evidence_score_normalized,num_changed_characteristics,-0.9085991454812714,0.9085991454812714,True
nearest_real_distance,source_frequency_score,-0.908222176760482,0.908222176760482,True
nearest_real_distance,source_frequency,-0.908222176760482,0.908222176760482,True
real_proximity_score,source_frequency,0.9082221767604818,0.9082221767604818,True
real_proximity_score,source_frequency_score,0.9082221767604818,0.9082221767604818,True
num_changed_characteristics,source_frequency_score,-0.902258332044835,0.902258332044835,True
low_change_score,source_frequency,0.902258332044835,0.902258332044835,True
low_change_score,source_frequency_score,0.902258332044835,0.902258332044835,True
num_changed_characteristics,source_frequency,-0.902258332044835,0.902258332044835,True
evidence_score,source_frequency,0.8606460145135262,0.8606460145135262,False
evidence_score_normalized,source_frequency_score,0.8606460145135262,0.8606460145135262,False
evidence_score_normalized,source_frequency,0.8606460145135262,0.8606460145135262,False
evidence_score,source_frequency_score,0.8606460145135262,0.8606460145135262,False
mandatory_total,preferred_satisfied,-0.7507339834640996,0.7507339834640996,False
mandatory_total,preferred_total,-0.7507339834640996,0.7507339834640996,False
mandatory_satisfied,preferred_satisfied,-0.7507339834640996,0.7507339834640996,False
mandatory_satisfied,preferred_total,-0.7507339834640996,0.7507339834640996,False
mandatory_satisfied,unmentioned_features,-0.3933515026170769,0.3933515026170769,False
mandatory_total,unmentioned_features,-0.3933515026170769,0.3933515026170769,False
preferred_satisfied,unmentioned_features,-0.26398989832235115,0.26398989832235115,False
preferred_total,unmentioned_features,-0.26398989832235115,0.26398989832235115,False
source_frequency,unmentioned_features,-0.19412898871429293,0.19412898871429293,False
source_frequency_score,unmentioned_features,-0.19412898871429293,0.19412898871429293,False
nearest_real_distance,unmentioned_features,0.15485486373546972,0.15485486373546972,False
real_proximity_score,unmentioned_features,-0.1548548637354697,0.1548548637354697,False
observed_configuration_score,unmentioned_features,-0.1464298256924403,0.1464298256924403,False
evidence_score_normalized,unmentioned_features,-0.1400562130471013,0.1400562130471013,False
evidence_score,unmentioned_features,-0.1400562130471013,0.1400562130471013,False
low_change_score,unmentioned_features,-0.1269099004736642,0.1269099004736642,False
num_changed_characteristics,unmentioned_features,0.1269099004736642,0.1269099004736642,False
mandatory_satisfied,source_frequency,0.08465459351663303,0.08465459351663303,False
mandatory_satisfied,source_frequency_score,0.08465459351663303,0.08465459351663303,False
mandatory_total,source_frequency,0.08465459351663303,0.08465459351663303,False
mandatory_total,source_frequency_score,0.08465459351663303,0.08465459351663303,False
mandatory_total,real_proximity_score,0.0675808001137637,0.0675808001137637,False
mandatory_total,nearest_real_distance,-0.0675808001137637,0.0675808001137637,False
mandatory_satisfied,real_proximity_score,0.0675808001137637,0.0675808001137637,False
mandatory_satisfied,nearest_real_distance,-0.0675808001137637,0.0675808001137637,False
mandatory_satisfied,observed_configuration_score,0.06473262444150636,0.06473262444150636,False
mandatory_total,observed_configuration_score,0.06473262444150636,0.06473262444150636,False
evidence_score,mandatory_satisfied,0.06392221916452474,0.06392221916452474,False
evidence_score,mandatory_total,0.06392221916452474,0.06392221916452474,False
evidence_score_normalized,mandatory_satisfied,0.06392221916452474,0.06392221916452474,False
evidence_score_normalized,mandatory_total,0.06392221916452474,0.06392221916452474,False
mandatory_total,num_changed_characteristics,-0.05612583246271272,0.05612583246271272,False
mandatory_satisfied,num_changed_characteristics,-0.05612583246271272,0.05612583246271272,False
low_change_score,mandatory_total,0.05612583246271272,0.05612583246271272,False
low_change_score,mandatory_satisfied,0.05612583246271272,0.05612583246271272,False
preferred_satisfied,source_frequency,0.044372202200273575,0.044372202200273575,False
preferred_total,source_frequency,0.044372202200273575,0.044372202200273575,False
preferred_satisfied,source_frequency_score,0.044372202200273575,0.044372202200273575,False
preferred_total,source_frequency_score,0.044372202200273575,0.044372202200273575,False
preferred_total,real_proximity_score,0.02802758709422949,0.02802758709422949,False
preferred_satisfied,real_proximity_score,0.02802758709422949,0.02802758709422949,False
nearest_real_distance,preferred_total,-0.028027587094229478,0.028027587094229478,False
nearest_real_distance,preferred_satisfied,-0.028027587094229478,0.028027587094229478,False
observed_configuration_score,preferred_total,0.02651936805207858,0.02651936805207858,False
observed_configuration_score,preferred_satisfied,0.02651936805207858,0.02651936805207858,False
evidence_score_normalized,preferred_total,0.023964422570101656,0.023964422570101656,False
evidence_score_normalized,preferred_satisfied,0.023964422570101656,0.023964422570101656,False
evidence_score,preferred_total,0.023964422570101656,0.023964422570101656,False
evidence_score,preferred_satisfied,0.023964422570101656,0.023964422570101656,False
low_change_score,preferred_total,0.02085429431186518,0.02085429431186518,False
low_change_score,preferred_satisfied,0.02085429431186518,0.02085429431186518,False
